Name,SUBDIVISION,YEAR,ANNUAL,Jan-Feb,Mar-May,June-September,Oct-Dec
ROW2083,East Rajasthan,2017,600.4,8.4,21.3,566.9,3.8
ROW2084,West Madhya Pradesh,1901,718.2,31.6,10.7,667.9,8
ROW2085,West Madhya Pradesh,1902,911.8,30.5,7.9,811.3,62.1
ROW2086,West Madhya Pradesh,1903,949.5,5.3,22.3,866.8,55.1
ROW2087,West Madhya Pradesh,1904,774.3,18.7,26.8,714.1,14.7
ROW2088,West Madhya Pradesh,1905,696.6,7.9,4.9,683.5,0.3
ROW2089,West Madhya Pradesh,1906,1010.2,11,7.3,989.3,2.6
ROW2090,West Madhya Pradesh,1907,650.5,30.3,15.7,596.7,7.8
ROW2091,West Madhya Pradesh,1908,832.6,12.7,13.5,803.7,2.7
ROW2092,West Madhya Pradesh,1909,830.3,5.6,35,760.9,28.8
ROW2093,West Madhya Pradesh,1910,959.4,1.5,1.3,872.5,84.1
ROW2094,West Madhya Pradesh,1911,676.3,16.7,4.3,599.8,55.5
ROW2095,West Madhya Pradesh,1912,807.2,10.5,2.7,729.5,64.5
ROW2096,West Madhya Pradesh,1913,790.5,7.6,31.2,737.6,14.1
ROW2097,West Madhya Pradesh,1914,836.4,2.6,24.9,790.2,18.7
ROW2098,West Madhya Pradesh,1915,772.7,34,46.3,608.5,83.9
ROW2099,West Madhya Pradesh,1916,1219.1,8.6,17.9,1090.3,102.3
ROW2100,West Madhya Pradesh,1917,1309.3,31.4,69.1,1114.3,94.5
ROW2101,West Madhya Pradesh,1918,509.5,1.8,12.3,478.2,17.2
ROW2102,West Madhya Pradesh,1919,1232.9,45.5,15.5,1109.1,62.8
ROW2103,West Madhya Pradesh,1920,714.8,55.1,25.7,634,0
ROW2104,West Madhya Pradesh,1921,808.5,28.9,0,778.3,1.3
ROW2105,West Madhya Pradesh,1922,918.1,35,6.7,833.5,42.9
ROW2106,West Madhya Pradesh,1923,1071.1,3.6,14.5,1043.5,9.5
ROW2107,West Madhya Pradesh,1924,1031.1,15.3,3.1,924.8,87.9
ROW2108,West Madhya Pradesh,1925,693.4,0,34.9,610.2,48.3
ROW2109,West Madhya Pradesh,1926,913.8,16.8,19.8,862.7,14.5
ROW2110,West Madhya Pradesh,1927,872.8,1.7,8.6,704.3,158.2
ROW2111,West Madhya Pradesh,1928,895.7,32.3,5.3,737.7,120.4
ROW2112,West Madhya Pradesh,1929,728.6,15.1,5.6,700.8,7.1
ROW2113,West Madhya Pradesh,1930,888.2,3.3,7.3,839.8,37.8
ROW2114,West Madhya Pradesh,1931,1131.7,3.6,2,979.9,146.2
ROW2115,West Madhya Pradesh,1932,988.3,2.9,17.1,942.1,26.2
ROW2116,West Madhya Pradesh,1933,1211.6,5.2,50.5,1113.3,42.6
ROW2117,West Madhya Pradesh,1934,1164.9,7,6.9,1118.5,32.5
ROW2118,West Madhya Pradesh,1935,871.2,8.2,8.5,826.6,27.9
ROW2119,West Madhya Pradesh,1936,901.1,8.6,31.2,755,106.3
ROW2120,West Madhya Pradesh,1937,1053.5,13.1,17.8,985.4,37.2
ROW2121,West Madhya Pradesh,1938,1001,8.7,26.8,896.5,69
ROW2122,West Madhya Pradesh,1939,802.6,7.1,8.7,780.9,5.9
ROW2123,West Madhya Pradesh,1940,1064.9,14.9,18.7,963.1,68.2
ROW2124,West Madhya Pradesh,1941,739.4,39.1,8.3,691.1,0.9
ROW2125,West Madhya Pradesh,1942,1201.7,56.5,3.4,1130.2,11.6
ROW2126,West Madhya Pradesh,1943,962.8,25.1,28.7,848.4,60.6
ROW2127,West Madhya Pradesh,1944,1347.7,30.6,37.5,1226.7,52.9
ROW2128,West Madhya Pradesh,1945,1047.3,22.2,6.8,1014.7,3.6
ROW2129,West Madhya Pradesh,1946,1250.7,10.9,6.3,1086.1,147.4
ROW2130,West Madhya Pradesh,1947,1064.7,22.2,8,1000.3,34.2
ROW2131,West Madhya Pradesh,1948,1247.7,43.3,2.3,1123,79.1
ROW2132,West Madhya Pradesh,1949,966.1,3.4,20.4,889.1,53.2
ROW2133,West Madhya Pradesh,1950,904.4,4.4,21.1,859.1,19.8
ROW2134,West Madhya Pradesh,1951,649.7,5.7,10,610.7,23.3
ROW2135,West Madhya Pradesh,1952,829.3,9.6,4.2,806.5,9
ROW2136,West Madhya Pradesh,1953,793.7,19.1,3.1,756.9,14.6
ROW2137,West Madhya Pradesh,1954,1100.5,24.2,6.5,1052.6,17.2
ROW2138,West Madhya Pradesh,1955,1149.2,29,3.6,977.1,139.5
ROW2139,West Madhya Pradesh,1956,1065.8,11.7,53,886.8,114.3
ROW2140,West Madhya Pradesh,1957,833,12.6,40,765.1,15.3
ROW2141,West Madhya Pradesh,1958,1099.7,4.5,5.5,1021.2,68.5
ROW2142,West Madhya Pradesh,1959,1181.5,23.1,26.2,1054.5,77.7
ROW2143,West Madhya Pradesh,1960,882.5,25.2,20.4,782.2,54.7
ROW2144,West Madhya Pradesh,1961,1433.5,23.8,8.1,1263.5,138.1
ROW2145,West Madhya Pradesh,1962,905.9,11.6,20.3,845.4,28.6
ROW2146,West Madhya Pradesh,1963,905.3,11.6,9.4,824.7,59.6
ROW2147,West Madhya Pradesh,1964,879.9,0,9.9,866,4
ROW2148,West Madhya Pradesh,1965,594.6,5.5,4.2,568.4,16.5
ROW2149,West Madhya Pradesh,1966,680,4.9,5.1,641.5,28.5
ROW2150,West Madhya Pradesh,1967,945.6,0,35.3,825.4,84.9
ROW2151,West Madhya Pradesh,1968,861.3,11.2,11.1,824.5,14.5
ROW2152,West Madhya Pradesh,1969,1116.8,6,1,1063.7,46.1
ROW2153,West Madhya Pradesh,1970,1113.1,32,21,1053.3,6.8
ROW2154,West Madhya Pradesh,1971,1135.6,7.4,21.7,1060.7,45.8
ROW2155,West Madhya Pradesh,1972,770.2,3.8,2.1,749.2,15.1
ROW2156,West Madhya Pradesh,1973,1406.9,5.3,2.9,1362.5,36.2
ROW2157,West Madhya Pradesh,1974,876.6,0.8,15.6,768.5,91.7
ROW2158,West Madhya Pradesh,1975,1064.7,4.6,4.2,1004.6,51.3
ROW2159,West Madhya Pradesh,1976,1027.6,8,15.6,954,50
ROW2160,West Madhya Pradesh,1977,1002.8,7.8,18.2,927.5,49.3
ROW2161,West Madhya Pradesh,1978,1003.2,19.2,9.5,927.8,46.7
ROW2162,West Madhya Pradesh,1979,781.8,56.5,18,600.7,106.6
ROW2163,West Madhya Pradesh,1980,874,1.1,1.6,837.2,34.1
ROW2164,West Madhya Pradesh,1981,890.2,4.7,20.9,806.5,58.1
ROW2165,West Madhya Pradesh,1982,934.1,49.5,14.2,784.7,85.7
ROW2166,West Madhya Pradesh,1983,1071.8,5.4,27.7,982.4,56.3
ROW2167,West Madhya Pradesh,1984,859.5,21.3,0.1,825.1,13
ROW2168,West Madhya Pradesh,1985,874.7,2.1,8.9,705.9,157.8
ROW2169,West Madhya Pradesh,1986,937.1,50,8,871.3,7.8
ROW2170,West Madhya Pradesh,1987,784,38.9,7.7,658.9,78.5
ROW2171,West Madhya Pradesh,1988,951.1,4.1,12,875,60
ROW2172,West Madhya Pradesh,1989,758.4,2.5,12.5,738,5.4
ROW2173,West Madhya Pradesh,1990,1144,10,31.7,1068.7,33.6
ROW2174,West Madhya Pradesh,1991,745.4,3.7,5.9,728.4,7.4
ROW2175,West Madhya Pradesh,1992,754.3,0.3,6,683.1,64.9
ROW2176,West Madhya Pradesh,1993,1031.8,5,10.7,988.6,27.5
ROW2177,West Madhya Pradesh,1994,1179.6,20.1,7,1147,5.5
ROW2178,West Madhya Pradesh,1995,864.6,15.5,18.3,803.1,27.7
ROW2179,West Madhya Pradesh,1996,1085.5,15,4,1008.1,58.4
ROW2180,West Madhya Pradesh,1997,1058.4,3,6.4,867.6,181.4
ROW2181,West Madhya Pradesh,1998,926.9,3.1,11.4,866.9,45.5
ROW2182,West Madhya Pradesh,1999,1052.7,31.9,4.5,929.8,86.5
ROW2183,West Madhya Pradesh,2000,635.1043738,21.7043738,30.3,581.7,1.4
ROW2184,West Madhya Pradesh,2001,787,2.1,23.5,699.2,62.2
ROW2185,West Madhya Pradesh,2002,684.3,20.1,7.1,644.5,12.6
ROW2186,West Madhya Pradesh,2003,946.3,22.2,1.4,919.1,3.6
ROW2187,West Madhya Pradesh,2004,848,16.8,5.2,779.3,46.7
ROW2188,West Madhya Pradesh,2005,752.3,16.8,20.3,712.5,2.7
ROW2189,West Madhya Pradesh,2006,1169.2,0,70.4,1073.5,25.3
ROW2190,West Madhya Pradesh,2007,806.5,13.2,17.8,764.4,11.1
ROW2191,West Madhya Pradesh,2008,791.1,0.4,8.8,761.5,20.4
ROW2192,West Madhya Pradesh,2009,876.9,5.5,7.9,689.4,174.1
ROW2193,West Madhya Pradesh,2010,776.2,7.6,1.3,748.3,19
ROW2194,West Madhya Pradesh,2011,1063.9,1.7,5.5,1056.5,0.2
ROW2195,West Madhya Pradesh,2012,1035.2,6.2,4,1022.9,2.1
ROW2196,West Madhya Pradesh,2013,1396.2,32.8,11.7,1280.3,71.4
ROW2197,West Madhya Pradesh,2014,864.8,60,7.4,771.6,25.8
ROW2198,West Madhya Pradesh,2015,1042.2,46.6,68.8,914.5,12.3
ROW2199,West Madhya Pradesh,2016,1098,5.4,12.4,1039.6,40.6
ROW2200,West Madhya Pradesh,2017,768.9,6.5,8.6,737.9,15.9
ROW2201,East Madhya Pradesh,1901,1332.7,86.6,32.6,1207.6,5.9
ROW2202,East Madhya Pradesh,1902,984.3,23.8,6.3,903.5,50.7
ROW2203,East Madhya Pradesh,1903,1178.1,8.5,38.7,953,177.9
ROW2204,East Madhya Pradesh,1904,1144.3,17.3,56.8,1005.3,64.9
ROW2205,East Madhya Pradesh,1905,886.2,23.9,36.8,821,4.5
ROW2206,East Madhya Pradesh,1906,1369.7,40.4,34.3,1277.4,17.6
ROW2207,East Madhya Pradesh,1907,1009.6,110.1,40.1,845.2,14.2
ROW2208,East Madhya Pradesh,1908,1430.5,35.2,14.2,1362.7,18.4
ROW2209,East Madhya Pradesh,1909,1122,36.1,83.9,959.6,42.4
ROW2210,East Madhya Pradesh,1910,1222.2,10.1,12.4,1082.4,117.3
ROW2211,East Madhya Pradesh,1911,1197.1,23.5,20.6,1039.6,113.4
ROW2212,East Madhya Pradesh,1912,1150.5,54.4,8.1,1035.3,52.7
ROW2213,East Madhya Pradesh,1913,936.2,59.7,46.9,808.5,21.1
ROW2214,East Madhya Pradesh,1914,1250,9.4,97.2,1130.3,13.1
ROW2215,East Madhya Pradesh,1915,1382.4,52.9,71.3,1132.5,125.7
ROW2216,East Madhya Pradesh,1916,1480.2,26.6,8.6,1242.4,202.6
ROW2217,East Madhya Pradesh,1917,1639.3,45.1,95,1432.4,66.8
ROW2218,East Madhya Pradesh,1918,930.5,7.7,32.6,859.8,30.4
ROW2219,East Madhya Pradesh,1919,1747.3,150.4,43.2,1457.3,96.4
ROW2220,East Madhya Pradesh,1920,899.6,13.9,36,849.6,0.1
ROW2221,East Madhya Pradesh,1921,1132,27.8,0.5,1102.8,0.9
ROW2222,East Madhya Pradesh,1922,1237.9,45.2,3.9,1144,44.8
ROW2223,East Madhya Pradesh,1923,1443.8,14.9,24.4,1363.6,40.9
ROW2224,East Madhya Pradesh,1924,1315.4,38.4,9.7,1213.1,54.2
ROW2225,East Madhya Pradesh,1925,1354.4,0.1,30,1258.5,65.8
ROW2226,East Madhya Pradesh,1926,1727,24.2,121.2,1443.6,138
ROW2227,East Madhya Pradesh,1927,1235.9,27.1,48.7,1006.9,153.2
ROW2228,East Madhya Pradesh,1928,1107,68.5,12.6,875.8,150.1
ROW2229,East Madhya Pradesh,1929,1247.5,47.4,13.1,1121.4,65.6
ROW2230,East Madhya Pradesh,1930,1203.9,5.6,41.2,1109.5,47.6
ROW2231,East Madhya Pradesh,1931,1342.2,43.2,15.5,1113.1,170.4
ROW2232,East Madhya Pradesh,1932,1151.1,22.5,22.6,1080.4,25.6
ROW2233,East Madhya Pradesh,1933,1368.4,52.4,122.5,1119.9,73.6
ROW2234,East Madhya Pradesh,1934,1473.2,16,12.9,1391.4,52.9
ROW2235,East Madhya Pradesh,1935,1279.9,38.7,19.8,1205.9,15.5
ROW2236,East Madhya Pradesh,1936,1504.2,41.8,48.1,1287.4,126.9
ROW2237,East Madhya Pradesh,1937,1398.1,59.8,57.1,1176.5,104.7
ROW2238,East Madhya Pradesh,1938,1373.7,63.8,31.3,1184.3,94.3
ROW2239,East Madhya Pradesh,1939,1347.3,55.7,26.4,1257.3,7.9
ROW2240,East Madhya Pradesh,1940,1192.8,19.3,33.2,1077.1,63.2
ROW2241,East Madhya Pradesh,1941,828.1,65.7,26.4,726.7,9.3
ROW2242,East Madhya Pradesh,1942,1508.3,120.6,16.1,1350.3,21.3
ROW2243,East Madhya Pradesh,1943,1382.5,117.4,39.2,1165.8,60.1
ROW2244,East Madhya Pradesh,1944,1427.1,98,99.8,1166.8,62.5
ROW2245,East Madhya Pradesh,1945,1286.2,43.2,36,1178.2,28.8
ROW2246,East Madhya Pradesh,1946,1494.5,23.2,22.5,1298.7,150.1
ROW2247,East Madhya Pradesh,1947,1419.6,77,23.7,1287.5,31.4
ROW2248,East Madhya Pradesh,1948,1430.5,77.1,8,1219,126.4
ROW2249,East Madhya Pradesh,1949,1235.4,17.4,28.6,1064.3,125.1
ROW2250,East Madhya Pradesh,1950,1177.9,42.8,40.1,1059.1,35.9
ROW2251,East Madhya Pradesh,1951,1175.4,40.3,70.9,1028.3,35.9
ROW2252,East Madhya Pradesh,1952,1155.4,28.2,14.3,1100.6,12.3
ROW2253,East Madhya Pradesh,1953,1007,21.2,9.1,959.8,16.9
ROW2254,East Madhya Pradesh,1954,1076.5,28.8,9.6,1031.7,6.4
ROW2255,East Madhya Pradesh,1955,1420.9,73.9,8,1219.4,119.6
ROW2256,East Madhya Pradesh,1956,1515.9,19.6,34.2,1313.3,148.8
ROW2257,East Madhya Pradesh,1957,1000.8,21.7,87.9,884.1,7.1
ROW2258,East Madhya Pradesh,1958,1171.5,25.1,21.5,1011.7,113.2
ROW2259,East Madhya Pradesh,1959,1302.2,52.9,39.7,1147.6,62
ROW2260,East Madhya Pradesh,1960,1252,46.9,32.1,1067.4,105.6
ROW2261,East Madhya Pradesh,1961,1598.7,40.2,18,1453.6,86.9
ROW2262,East Madhya Pradesh,1962,1068.4,35.9,40.5,937.9,54.1
ROW2263,East Madhya Pradesh,1963,1120.2,20.7,32.6,1030.1,36.8
ROW2264,East Madhya Pradesh,1964,1187.3,8.3,6,1150.6,22.4
ROW2265,East Madhya Pradesh,1965,697.9,5.5,28.4,643.6,20.4
ROW2266,East Madhya Pradesh,1966,849.3,17,10.2,777.1,45
ROW2267,East Madhya Pradesh,1967,1407.8,0.2,56.5,1258.2,92.9
ROW2268,East Madhya Pradesh,1968,973.7,47.8,13.5,890.5,21.9
ROW2269,East Madhya Pradesh,1969,1241.9,11,11.5,1186.2,33.2
ROW2270,East Madhya Pradesh,1970,1342.3,90,50.2,1198.5,3.6
ROW2271,East Madhya Pradesh,1971,1518.8,42.9,55,1310,110.9
ROW2272,East Madhya Pradesh,1972,1038.2,10.8,2.6,958.3,66.5
ROW2273,East Madhya Pradesh,1973,1252.4,30.3,2.2,1130.6,89.3
ROW2274,East Madhya Pradesh,1974,971.2,7,5.6,877,81.6
ROW2275,East Madhya Pradesh,1975,1434.3,23.1,14.6,1302.5,94.1
ROW2276,East Madhya Pradesh,1976,1055.7,15.9,30.9,995.4,13.5
ROW2277,East Madhya Pradesh,1977,1372.2,14.9,19.7,1204.4,133.2
ROW2278,East Madhya Pradesh,1978,1392.5,95.9,35.7,1191.7,69.2
ROW2279,East Madhya Pradesh,1979,809.7,92.9,14.1,633.9,68.8
ROW2280,East Madhya Pradesh,1980,1369.1,13.5,5.9,1313.7,36
ROW2281,East Madhya Pradesh,1981,1036.1,14.7,41.2,954.9,25.3
ROW2282,East Madhya Pradesh,1982,1297.2,99.4,32.8,1114.8,50.2
ROW2283,East Madhya Pradesh,1983,1275.5,22.9,18.4,1165.2,69
ROW2284,East Madhya Pradesh,1984,1110.7,91.3,5.4,997.7,16.3
ROW2285,East Madhya Pradesh,1985,1115.3,48.9,9,960.2,97.2
ROW2286,East Madhya Pradesh,1986,1029.2,110.7,32.8,829.5,56.2
ROW2287,East Madhya Pradesh,1987,1116.1,82.6,16.3,915.3,101.9
ROW2288,East Madhya Pradesh,1988,1069.5,24.7,14.3,1008.4,22.1
ROW2289,East Madhya Pradesh,1989,921,0.4,21.9,872.2,26.5
ROW2290,East Madhya Pradesh,1990,1379.9,31.9,36.3,1266.9,44.8
ROW2291,East Madhya Pradesh,1991,1016.8,11.3,22.1,973.3,10.1
ROW2292,East Madhya Pradesh,1992,1051.1,0,8,1035.1,8
ROW2293,East Madhya Pradesh,1993,1118.8,12.2,22.3,1062.5,21.8
ROW2294,East Madhya Pradesh,1994,1533.8,20.2,10.9,1477.5,25.2
ROW2295,East Madhya Pradesh,1995,1032.3,33,52.3,926.9,20.1
ROW2296,East Madhya Pradesh,1996,986.7,55,6.3,878.1,47.3
ROW2297,East Madhya Pradesh,1997,1357,4,11.3,1101.1,240.6
ROW2298,East Madhya Pradesh,1998,1013.4,35.4,32.2,892,53.8
ROW2299,East Madhya Pradesh,1999,1443.9,22.7,4.8,1337.4,79
ROW2300,East Madhya Pradesh,2000,874.3,0.1,7.6,864.8,1.8
ROW2301,East Madhya Pradesh,2001,1170.1,3.1,37.8,1018.2,111
ROW2302,East Madhya Pradesh,2002,950,31.4,6.6,862.1,49.9
ROW2303,East Madhya Pradesh,2003,1438,60.3,3.6,1350.2,23.9
ROW2304,East Madhya Pradesh,2004,955.3,20.2,5.6,900.2,29.3
ROW2305,East Madhya Pradesh,2005,1366.4,45.8,72.5,1216.1,32
ROW2306,East Madhya Pradesh,2006,943.3,0,82.5,832.5,28.3
ROW2307,East Madhya Pradesh,2007,653.7,33.3,17.7,575.3,27.4
ROW2308,East Madhya Pradesh,2008,1003.2,5.5,16.7,962.1,18.9
ROW2309,East Madhya Pradesh,2009,944,15.8,8.2,752.9,167.1
ROW2310,East Madhya Pradesh,2010,960.6,13.3,2.5,907,37.8
ROW2311,East Madhya Pradesh,2011,1275.2,2.5,12.1,1259.5,1.1
ROW2312,East Madhya Pradesh,2012,1053.2,40.1,2.9,991,19.2
ROW2313,East Madhya Pradesh,2013,1521.9,45.4,23.9,1326.9,125.7
ROW2314,East Madhya Pradesh,2014,925,81.8,25.4,746.6,71.2
ROW2315,East Madhya Pradesh,2015,939.2,48.3,105.5,745.1,40.3
ROW2316,East Madhya Pradesh,2016,1340,22.3,35.6,1253.1,29
ROW2317,East Madhya Pradesh,2017,840.1,11.3,13.4,795.9,19.5
ROW2318,Gujarat Region,1901,554.3,4.2,9.2,524,16.9
ROW2319,Gujarat Region,1902,864,3.9,1.6,842.8,15.7
ROW2320,Gujarat Region,1903,887.7,0.4,13.7,868.2,5.4
ROW2321,Gujarat Region,1904,492.6,11.4,20.9,452.9,7.4
ROW2322,Gujarat Region,1905,811.5,0.8,1.4,807.6,1.7
ROW2323,Gujarat Region,1906,890.5,12.7,0.1,870.9,6.8
ROW2324,Gujarat Region,1907,996.9,14.9,2.7,979.3,0
ROW2325,Gujarat Region,1908,1027.5,5.5,0.3,1020.7,1
ROW2326,Gujarat Region,1909,977.8,0.6,8.2,962,7
ROW2327,Gujarat Region,1910,974.6,0.6,0.1,936,37.9
ROW2328,Gujarat Region,1911,403.5,3.5,19.8,375.8,4.4
ROW2329,Gujarat Region,1912,1118.6,0.1,0.8,1060,57.7
ROW2330,Gujarat Region,1913,1162.6,0,13.6,1147.5,1.5
ROW2331,Gujarat Region,1914,1107.5,3.7,5.6,1083.7,14.5
ROW2332,Gujarat Region,1915,567.3,9.4,16,426.6,115.3
ROW2333,Gujarat Region,1916,952.9,0,9,907.5,36.4
ROW2334,Gujarat Region,1917,1524.9,7.8,103.6,1179.8,233.7
ROW2335,Gujarat Region,1918,392.7,0.4,12.3,379.3,0.7
ROW2336,Gujarat Region,1919,1067.4,6.2,3.4,1005.2,52.6
ROW2337,Gujarat Region,1920,708.8,45.9,63.4,599.5,0
ROW2338,Gujarat Region,1921,1172.7,0.8,0,1171.3,0.6
ROW2339,Gujarat Region,1922,878.6,2.1,0,866.7,9.8
ROW2340,Gujarat Region,1923,553.2,5.2,10.1,537,0.9
ROW2341,Gujarat Region,1924,909.6,1.4,5.9,880.3,22
ROW2342,Gujarat Region,1925,593,0,25.9,559.9,7.2
ROW2343,Gujarat Region,1926,1274.4,6.5,11.4,1256.3,0.2
ROW2344,Gujarat Region,1927,1422.1,4.9,2.1,1355.8,59.3
ROW2345,Gujarat Region,1928,821,0.2,0,783,37.8
ROW2346,Gujarat Region,1929,676.3,1.9,6.4,648.6,19.4
ROW2347,Gujarat Region,1930,894.6,2.2,1.4,841.9,49.1
ROW2348,Gujarat Region,1931,1104.5,0.1,1.7,983.6,119.1
ROW2349,Gujarat Region,1932,906.6,0,1.6,873.7,31.3
ROW2350,Gujarat Region,1933,1137,3.4,48.5,1060.7,24.4
ROW2351,Gujarat Region,1934,979.5,0.1,1,959.9,18.5
ROW2352,Gujarat Region,1935,757,7.3,2,733.1,14.6
ROW2353,Gujarat Region,1936,609.2,1.8,2.1,551.5,53.8
ROW2354,Gujarat Region,1937,1203,4,0.3,1190.5,8.2
ROW2355,Gujarat Region,1938,814.7,0.1,15.8,768.5,30.3
ROW2356,Gujarat Region,1939,605.6,1.1,3.1,597.5,3.9
ROW2357,Gujarat Region,1940,870,15.7,13.6,722.5,118.2
ROW2358,Gujarat Region,1941,961.7,13.5,1.7,942.8,3.7
ROW2359,Gujarat Region,1942,1186.6,15.7,9,1161.6,0.3
ROW2360,Gujarat Region,1943,912.8,0.1,19.6,850.1,43
ROW2361,Gujarat Region,1944,1340.4,2.9,9.7,1310.9,16.9
ROW2362,Gujarat Region,1945,1276.8,7,2.6,1264.5,2.7
ROW2363,Gujarat Region,1946,1147.6,2.1,5.3,1099.2,41
ROW2364,Gujarat Region,1947,783.3,0.4,40.4,731.9,10.6
ROW2365,Gujarat Region,1948,473.8,12.1,0.7,417.1,43.9
ROW2366,Gujarat Region,1949,800.4,0.1,2.5,771.8,26
ROW2367,Gujarat Region,1950,1129.3,0,0.1,1125.9,3.3
ROW2368,Gujarat Region,1951,478.4,0,2.8,454.1,21.5
ROW2369,Gujarat Region,1952,776.4,0,0.2,774.4,1.8
ROW2370,Gujarat Region,1953,1055.4,12.6,0.4,1041,1.4
ROW2371,Gujarat Region,1954,1247.9,2.1,5.7,1205.4,34.7
ROW2372,Gujarat Region,1955,975.5,0.4,3.9,919.7,51.5
ROW2373,Gujarat Region,1956,1366.7,0.1,26.6,1229,111
ROW2374,Gujarat Region,1957,647.8,2.3,5.9,623.7,15.9
ROW2375,Gujarat Region,1958,1123.3,1,2.1,1063.2,57
ROW2376,Gujarat Region,1959,1560.6,0,4.2,1430,126.4
ROW2377,Gujarat Region,1960,649.6,1.6,8.2,633.4,6.4
ROW2378,Gujarat Region,1961,945,0.6,0.6,927.6,16.2
ROW2379,Gujarat Region,1962,773,0,5,756.2,11.8
ROW2380,Gujarat Region,1963,997.7,1.4,1.5,935.3,59.5
ROW2381,Gujarat Region,1964,892.7,0.1,4,888.1,0.5
ROW2382,Gujarat Region,1965,656.8,7.4,2.3,643.6,3.5
ROW2383,Gujarat Region,1966,696.5,0.2,0.5,694.6,1.2
ROW2384,Gujarat Region,1967,938.6,0,42.7,873.8,22.1
ROW2385,Gujarat Region,1968,667.9,0.4,1.3,655.8,10.4
ROW2386,Gujarat Region,1969,788.9,0.2,0,778.3,10.4
ROW2387,Gujarat Region,1970,1353.9,1.2,5.5,1341.4,5.8
ROW2388,Gujarat Region,1971,769.2,0.1,5.3,758.8,5
ROW2389,Gujarat Region,1972,503.7,2.1,1.8,499.6,0.2
ROW2390,Gujarat Region,1973,1159.7,0.9,1.4,1150.2,7.2
ROW2391,Gujarat Region,1974,421.3,0,51.9,329.3,40.1
ROW2392,Gujarat Region,1975,1192.6,0,0.8,1143.6,48.2
ROW2393,Gujarat Region,1976,1620.1,3.2,0.2,1558.8,57.9
ROW2394,Gujarat Region,1977,1307.6,4,15.7,1278.3,9.6
ROW2395,Gujarat Region,1978,935.8,1.1,2.3,894.2,38.2
ROW2396,Gujarat Region,1979,904.4,5.6,0.3,794.1,104.4
ROW2397,Gujarat Region,1980,822.1,0.1,0.1,803.1,18.8
ROW2398,Gujarat Region,1981,1114.2,1.3,1.1,1040.5,71.3
ROW2399,Gujarat Region,1982,758.2,0.5,48.5,606.1,103.1
ROW2400,Gujarat Region,1983,1214,0.1,9.3,1124.8,79.8
ROW2401,Gujarat Region,1984,853.7,0,0,846.3,7.4
ROW2402,Gujarat Region,1985,589.7,0,2.9,462.5,124.3
ROW2403,Gujarat Region,1986,501.9,0,2.1,497.2,2.6
ROW2404,Gujarat Region,1987,401.8,0.9,0.3,375.3,25.3
ROW2405,Gujarat Region,1988,1097.4,0,2.5,1083.7,11.2
ROW2406,Gujarat Region,1989,822.9,1.3,0.1,820,1.5
ROW2407,Gujarat Region,1990,1118.3,3.3,33.1,1057.3,24.6
ROW2408,Gujarat Region,1991,672.7,0,0,672,0.7
ROW2409,Gujarat Region,1992,901,0.8,0.9,877.6,21.7
ROW2410,Gujarat Region,1993,941.3,1.7,0.1,907.9,31.6
ROW2411,Gujarat Region,1994,1534.5,7.2,0.1,1525.1,2.1
ROW2412,Gujarat Region,1995,684.2,2.2,0.2,657.9,23.9
ROW2413,Gujarat Region,1996,902.7,1,0,878.3,23.4
ROW2414,Gujarat Region,1997,1069,0.7,7.1,1051.3,9.9
ROW2415,Gujarat Region,1998,1070,0.1,0,966.7,103.2
ROW2416,Gujarat Region,1999,568.6,2,7.4,489.7,69.5
ROW2417,Gujarat Region,2000,550.5,0.1,36.1,510.5,3.8
ROW2418,Gujarat Region,2001,849,6.1,2.3,811.5,29.1
ROW2419,Gujarat Region,2002,637.2,4.1,0.1,632.2,0.8
ROW2420,Gujarat Region,2003,1160.2,6.1,0.1,1152.1,1.9
ROW2421,Gujarat Region,2004,1005.8,0,4.4,979.2,22.2
ROW2422,Gujarat Region,2005,1316.3,0,0.3,1314.6,1.4
ROW2423,Gujarat Region,2006,1478,0,1,1464.9,12.1
ROW2424,Gujarat Region,2007,1179,0.5,0.3,1176.8,1.4
ROW2425,Gujarat Region,2008,911.1,0,3.2,893.9,14
ROW2426,Gujarat Region,2009,641.5,0,0.3,605.7,35.5
ROW2427,Gujarat Region,2010,1088.7,0.2,0,1035.1,53.4
ROW2428,Gujarat Region,2011,890.3,0.2,0,889.7,0.4
ROW2429,Gujarat Region,2012,713.9,0.1,0,706.7,7.1
ROW2430,Gujarat Region,2013,1118.4,0.9,4.7,1059.5,53.3
ROW2431,Gujarat Region,2014,705.7,5.8,2.5,692.8,4.6
ROW2432,Gujarat Region,2015,623,1.8,12.5,606.2,2.5
ROW2433,Gujarat Region,2016,764.7,0,1,696.8,66.9
ROW2434,Gujarat Region,2017,1024.4,0,0.2,997.7,26.5
ROW2435,Saurashtra & Kutch,1901,181.3,1.9,3.5,171.4,4.5
ROW2436,Saurashtra & Kutch,1902,401,0.1,1.6,391.2,8.1
ROW2437,Saurashtra & Kutch,1903,522.8,0.5,4.8,506.4,11.1
ROW2438,Saurashtra & Kutch,1904,185.7,7.2,17.5,159,2
ROW2439,Saurashtra & Kutch,1905,289.9,2.5,1,286,0.4
ROW2440,Saurashtra & Kutch,1906,540.4,29.1,0,495.8,15.5
ROW2441,Saurashtra & Kutch,1907,509.5,19.7,2.7,487.1,0
